"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"9/13/2024","9/13/2024","9/16/2024","COIN","COIN 9/20/2024 Call $180.00","STO","2","$2.16","$431.91"
"9/13/2024","9/13/2024","9/16/2024","SPY","SPY 9/13/2024 Put $562.00","STC","1","$1.20","$119.95"
"9/13/2024","9/13/2024","9/16/2024","SPY","SPY 9/13/2024 Put $562.00","STC","1","$1.20","$119.95"
"9/13/2024","9/13/2024","9/16/2024","SPY","SPY 9/13/2024 Put $562.00","STC","1","$1.19","$118.95"
"9/13/2024","9/13/2024","9/16/2024","SPY","SPY 9/13/2024 Put $562.00","BTO","3","$1.07","($321.09)"
"9/13/2024","9/13/2024","9/16/2024","COIN","COIN 9/20/2024 Call $172.50","BTC","2","$4.90","($980.06)"
"9/13/2024","9/13/2024","9/16/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Buy","50","$29.55","($1,477.45)"
"9/13/2024","9/13/2024","9/16/2024","SPY","SPY 9/13/2024 Put $561.00","STC","2","$1.29","$257.92"
"9/13/2024","9/13/2024","9/16/2024","SPY","SPY 9/13/2024 Put $561.00","STC","9","$1.68","$1,511.65"
"9/13/2024","9/13/2024","9/16/2024","SPY","SPY 9/13/2024 Put $561.00","STC","1","$1.68","$167.95"
"9/13/2024","9/13/2024","9/16/2024","SPY","SPY 9/13/2024 Put $561.00","STC","14","$1.68","$2,351.47"
"9/13/2024","9/13/2024","9/16/2024","SPY","SPY 9/13/2024 Put $561.00","STC","23","$1.78","$4,093.13"
"9/13/2024","9/13/2024","9/16/2024","SPY","SPY 9/13/2024 Put $561.00","STC","1","$1.78","$177.95"
"9/13/2024","9/13/2024","9/16/2024","SPY","SPY 9/13/2024 Put $561.00","BTO","20","$1.33","($2,660.60)"
"9/13/2024","9/13/2024","9/16/2024","SPY","SPY 9/13/2024 Put $561.00","BTO","30","$1.33","($3,990.90)"
"9/13/2024","9/13/2024","9/16/2024","SPY","SPY 10/4/2024 Put $560.00","STC","3","$7.01","$2,102.84"
"9/13/2024","9/13/2024","9/16/2024","SPY","SPY 10/4/2024 Put $560.00","STC","2","$7.01","$1,401.89"
"9/13/2024","9/13/2024","9/16/2024","SPY","SPY 10/4/2024 Put $560.00","BTO","5","$7.38","($3,690.15)"
"9/13/2024","9/13/2024","9/16/2024","BA","BA 9/20/2024 Call $172.50","BTC","1","$0.45","($45.03)"
"9/13/2024","9/13/2024","9/16/2024","SPY","SPY 9/13/2024 Put $558.00","STC","2","$0.65","$129.92"
"9/13/2024","9/13/2024","9/16/2024","SPY","SPY 10/4/2024 Put $558.00","STC","1","$6.42","$641.94"
"9/13/2024","9/13/2024","9/16/2024","SPY","SPY 10/4/2024 Put $558.00","STC","2","$6.42","$1,283.89"
"9/13/2024","9/13/2024","9/16/2024","SPY","SPY 10/4/2024 Put $558.00","STC","2","$6.42","$1,283.89"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 10/4/2024 Put $558.00","BTO","5","$7.57","($3,785.15)"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/13/2024 Put $558.00","BTO","2","$1.90","($380.06)"
"9/12/2024","9/12/2024","9/13/2024","BA","BA 9/20/2024 Call $172.50","STO","1","$0.95","$94.95"
"9/12/2024","9/12/2024","9/13/2024","COIN","COIN 9/20/2024 Call $172.50","STO","2","$3.37","$673.91"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $557.00","STC","1","$0.38","$37.95"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $557.00","STC","1","$0.38","$37.95"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $557.00","STC","18","$0.38","$683.39"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $559.00","STC","1","$0.90","$89.95"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $559.00","STC","9","$0.90","$809.67"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $559.00","STC","10","$0.90","$899.64"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $559.00","STC","30","$0.90","$2,698.94"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $559.00","BTO","50","$1.02","($5,101.50)"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $557.00","BTO","2","$0.75","($150.06)"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $557.00","BTO","18","$0.75","($1,350.54)"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Call $558.00","STC","10","$1.08","$1,079.63"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Call $558.00","BTO","1","$0.85","($85.03)"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Call $558.00","BTO","1","$0.85","($85.03)"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Call $558.00","BTO","3","$0.85","($255.09)"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Call $558.00","BTO","4","$0.85","($340.12)"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Call $558.00","BTO","1","$0.85","($85.03)"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $555.00","STC","5","$1.54","$769.81"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $555.00","STC","20","$1.67","$3,339.24"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $555.00","BTO","1","$1.84","($184.03)"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $555.00","BTO","19","$1.82","($3,458.57)"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $555.00","STC","5","$1.48","$739.81"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $555.00","STC","5","$1.67","$834.81"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $555.00","BTO","15","$1.62","($2,430.45)"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Call $556.00","STC","1","$0.88","$87.95"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $555.00","STC","10","$1.41","$1,409.63"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $555.00","BTO","10","$1.50","($1,500.30)"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Call $556.00","BTO","1","$1.12","($112.03)"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $554.00","STC","2","$1.08","$215.92"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $554.00","BTO","2","$1.33","($266.06)"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $550.00","STC","1","$0.54","$53.95"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $550.00","STC","2","$0.91","$181.92"
"9/12/2024","9/12/2024","9/13/2024","SPY","SPY 9/12/2024 Put $550.00","BTO","3","$0.56","($168.09)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $552.00","STC","3","$0.50","$149.89"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $552.00","STC","1","$0.50","$49.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $552.00","STC","1","$0.50","$49.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $552.00","BTO","5","$0.69","($345.15)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $552.00","STC","1","$0.85","$84.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $552.00","STC","1","$1.10","$109.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $552.00","STC","2","$1.10","$219.92"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $552.00","STC","1","$1.10","$109.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $552.00","BTO","5","$0.93","($465.15)"
"9/11/2024","9/11/2024","9/12/2024","COIN","COIN 9/20/2024 Call $165.00","BTC","1","$4.40","($440.03)"
"9/11/2024","9/11/2024","9/12/2024","COIN","COIN 9/20/2024 Call $165.00","BTC","1","$4.20","($420.03)"
"9/11/2024","9/11/2024","9/12/2024","COIN","COIN 9/20/2024 Call $165.00","STO","1","$3.11","$310.95"
"9/11/2024","9/11/2024","9/12/2024","COIN","COIN 9/20/2024 Call $165.00","STO","1","$3.11","$310.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $542.00","STC","1","$2.77","$276.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $542.00","STC","1","$2.76","$275.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $542.00","STC","8","$1.98","$1,583.69"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $542.00","BTO","5","$1.59","($795.15)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $542.00","BTO","5","$1.59","($795.15)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $542.00","STC","1","$1.85","$184.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $542.00","STC","1","$1.85","$184.95"
"9/11/2024","9/11/2024","9/12/2024","BA","BA 9/13/2024 Call $162.50","BTC","1","$0.91","($91.03)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $542.00","STC","23","$1.63","$3,748.14"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $542.00","STC","1","$1.63","$162.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $542.00","STC","5","$1.11","$554.82"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $542.00","STC","17","$1.11","$1,886.38"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $542.00","STC","1","$1.11","$110.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $542.00","STC","1","$1.11","$110.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $542.00","BTO","14","$1.29","($1,806.42)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $542.00","BTO","18","$1.29","($2,322.54)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $542.00","BTO","18","$1.29","($2,322.54)"
"9/11/2024","9/11/2024","9/12/2024","QQQ","Invesco QQQ
CUSIP: 46090E103","Buy","1","$451.50","($451.50)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPDR S&P 500 ETF
CUSIP: 78462F103","Buy","1","$540.02","($540.02)"
"9/11/2024","9/11/2024","9/12/2024","NVDA","NVIDIA
CUSIP: 67066G104","Sell","100","$107.76","$10,775.99"
"9/11/2024","9/11/2024","9/12/2024","NVDA","NVDA 9/13/2024 Call $108.00","BTC","1","$1.97","($197.03)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/12/2024 Put $540.00","STC","1","$2.92","$291.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/12/2024 Put $540.00","STC","15","$2.92","$4,379.38"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/12/2024 Put $540.00","STC","1","$2.92","$291.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/12/2024 Put $540.00","STC","5","$2.92","$1,459.79"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/12/2024 Put $540.00","STC","1","$2.92","$291.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/12/2024 Put $540.00","STC","1","$3.05","$304.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/12/2024 Put $540.00","BTO","9","$3.02","($2,718.27)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/12/2024 Put $540.00","BTO","9","$3.02","($2,718.27)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/12/2024 Put $540.00","BTO","5","$3.02","($1,510.15)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/12/2024 Put $540.00","BTO","1","$3.02","($302.03)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $540.00","STC","1","$1.46","$145.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $540.00","STC","2","$1.46","$291.92"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $540.00","BTO","2","$1.46","($292.06)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $540.00","BTO","1","$1.46","($146.03)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $542.00","STC","23","$1.18","$2,713.17"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $542.00","STC","1","$1.20","$119.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $542.00","BTO","24","$1.43","($3,432.72)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $540.00","STC","14","$1.33","$1,861.48"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $540.00","STC","9","$1.33","$1,196.66"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $540.00","STC","1","$1.33","$132.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $540.00","BTO","1","$1.27","($127.03)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $540.00","BTO","18","$1.27","($2,286.54)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $540.00","BTO","4","$1.27","($508.12)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $540.00","BTO","1","$1.26","($126.03)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $542.00","STC","3","$1.52","$455.88"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $542.00","BTO","3","$1.79","($537.09)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $543.00","STC","3","$2.65","$794.87"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Call $543.00","BTO","3","$2.41","($723.09)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $546.00","STC","1","$2.41","$240.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $546.00","STC","1","$2.41","$240.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $546.00","STC","1","$2.41","$240.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $545.00","STC","23","$1.93","$4,438.12"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $545.00","STC","1","$1.99","$198.95"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $545.00","BTO","1","$1.86","($186.03)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $545.00","BTO","23","$1.86","($4,278.69)"
"9/11/2024","9/11/2024","9/12/2024","COIN","COIN 9/13/2024 Call $165.00","BTC","1","$0.63","($63.03)"
"9/11/2024","9/11/2024","9/12/2024","SPY","SPY 9/11/2024 Put $546.00","BTO","3","$1.64","($492.09)"
"9/10/2024","9/10/2024","9/11/2024","COIN","COIN 9/13/2024 Call $162.50","BTC","1","$2.45","($245.03)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $547.00","STC","3","$0.43","$128.89"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $547.00","BTO","3","$0.56","($168.09)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $547.00","STC","5","$0.78","$389.82"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $547.00","STC","5","$0.89","$444.82"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $547.00","BTO","10","$0.78","($780.30)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $547.00","STC","2","$0.79","$157.92"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $547.00","STC","14","$0.82","$1,147.50"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $547.00","STC","10","$0.81","$809.64"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $547.00","STC","24","$0.81","$1,943.15"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $547.00","BTO","5","$0.75","($375.15)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $547.00","BTO","15","$0.75","($1,125.45)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $547.00","BTO","30","$0.75","($2,250.90)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $546.00","STC","2","$0.93","$185.92"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $546.00","STC","1","$0.93","$92.95"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $546.00","BTO","2","$0.82","($164.06)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $546.00","BTO","1","$0.81","($81.03)"
"9/10/2024","9/10/2024","9/11/2024","ZS","ZS 9/13/2024 Put $152.50","STC","1","$1.63","$162.95"
"9/10/2024","9/10/2024","9/11/2024","BA","BA 9/13/2024 Call $162.50","STO","1","$1.34","$133.95"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $544.00","STC","24","$1.63","$3,911.10"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $544.00","BTO","18","$1.33","($2,394.54)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $544.00","BTO","6","$1.33","($798.18)"
"9/10/2024","9/10/2024","9/11/2024","BA","BA 9/13/2024 Call $170.00","BTC","1","$0.23","($23.03)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $544.00","STC","2","$1.26","$251.92"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $544.00","STC","24","$0.77","$1,847.15"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $544.00","STC","24","$0.79","$1,895.15"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $544.00","BTO","20","$0.94","($1,880.60)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $544.00","BTO","30","$0.95","($2,850.90)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $546.00","STC","2","$0.86","$171.92"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $546.00","STC","24","$0.87","$2,087.15"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $546.00","STC","6","$0.91","$545.78"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $546.00","STC","17","$0.91","$1,546.39"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $546.00","STC","1","$0.91","$90.95"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $546.00","BTO","50","$0.90","($4,501.50)"
"9/10/2024","9/10/2024","9/11/2024","ZS","ZS 9/13/2024 Put $152.50","BTO","1","$1.73","($173.03)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $547.00","STC","5","$1.43","$714.82"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $547.00","STC","6","$1.43","$857.77"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $547.00","BTO","10","$1.13","($1,130.30)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $547.00","BTO","1","$1.07","($107.03)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $547.00","STC","1","$0.94","$93.95"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $546.00","STC","5","$1.28","$639.82"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $546.00","STC","9","$1.28","$1,151.66"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $546.00","STC","30","$1.28","$3,838.91"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $546.00","STC","6","$1.28","$767.77"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $546.00","BTO","41","$1.30","($5,331.23)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $546.00","BTO","9","$1.30","($1,170.27)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Call $547.00","BTO","1","$1.19","($119.03)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $545.00","STC","2","$0.85","$169.92"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $546.00","STC","50","$1.29","$6,448.18"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $546.00","BTO","18","$1.14","($2,052.54)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $546.00","BTO","16","$1.14","($1,824.48)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $546.00","BTO","16","$1.14","($1,824.48)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $545.00","BTO","2","$1.16","($232.06)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $548.00","STC","1","$1.55","$154.95"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $548.00","STC","25","$1.55","$3,874.07"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $548.00","STC","24","$1.55","$3,719.10"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $548.00","BTO","50","$1.44","($7,201.50)"
"9/10/2024","9/10/2024","9/11/2024","META","META 9/13/2024 Call $512.50","STC","1","$5.45","$544.94"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $547.00","STC","20","$0.89","$1,779.29"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $547.00","STC","5","$0.89","$444.82"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $547.00","BTO","1","$1.21","($121.03)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $547.00","BTO","19","$1.21","($2,299.57)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $547.00","BTO","5","$1.21","($605.15)"
"9/10/2024","9/10/2024","9/11/2024","META","META 9/13/2024 Call $512.50","BTO","1","$7.50","($750.03)"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $548.00","STC","1","$1.35","$134.95"
"9/10/2024","9/10/2024","9/11/2024","SPY","SPY 9/10/2024 Put $548.00","BTO","1","$1.48","($148.03)"
"9/9/2024","9/9/2024","9/9/2024","QQQ","Stock Lending","SLIP","","","$0.01"
"9/9/2024","9/9/2024","9/9/2024","DNLI","Stock Lending","SLIP","","","$0.01"
"9/9/2024","9/9/2024","9/10/2024","SPY","SPY 9/9/2024 Call $545.00","STC","2","$0.67","$133.92"
"9/9/2024","9/9/2024","9/10/2024","SPY","SPY 9/9/2024 Call $545.00","BTO","1","$0.60","($60.03)"
"9/9/2024","9/9/2024","9/10/2024","SPY","SPY 9/9/2024 Call $545.00","BTO","1","$0.60","($60.03)"
"9/9/2024","9/9/2024","9/10/2024","SPY","SPY 9/9/2024 Put $545.00","STC","50","$0.81","$4,048.24"
"9/9/2024","9/9/2024","9/10/2024","SPY","SPY 9/9/2024 Put $545.00","BTO","3","$0.73","($219.09)"
"9/9/2024","9/9/2024","9/10/2024","SPY","SPY 9/9/2024 Put $545.00","BTO","1","$0.73","($73.03)"
"9/9/2024","9/9/2024","9/10/2024","SPY","SPY 9/9/2024 Put $545.00","BTO","19","$0.73","($1,387.57)"
"9/9/2024","9/9/2024","9/10/2024","SPY","SPY 9/9/2024 Put $545.00","BTO","6","$0.73","($438.18)"
"9/9/2024","9/9/2024","9/10/2024","SPY","SPY 9/9/2024 Put $545.00","BTO","7","$0.73","($511.21)"
"9/9/2024","9/9/2024","9/10/2024","SPY","SPY 9/9/2024 Put $545.00","BTO","6","$0.73","($438.18)"
"9/9/2024","9/9/2024","9/10/2024","SPY","SPY 9/9/2024 Put $545.00","BTO","1","$0.73","($73.03)"
"9/9/2024","9/9/2024","9/10/2024","SPY","SPY 9/9/2024 Put $545.00","BTO","6","$0.73","($438.18)"
"9/9/2024","9/9/2024","9/10/2024","SPY","SPY 9/9/2024 Put $545.00","BTO","1","$0.72","($72.03)"
"9/9/2024","9/9/2024","9/10/2024","SPY","SPY 9/9/2024 Call $546.00","STC","3","$0.55","$164.89"
"9/9/2024","9/9/2024","9/10/2024","SPY","SPY 9/9/2024 Call $546.00","BTO","1","$0.48","($48.03)"
"9/9/2024","9/9/2024","9/10/2024","SPY","SPY 9/9/2024 Call $546.00","BTO","1","$0.48","($48.03)"
"9/9/2024","9/9/2024","9/10/2024","SPY","SPY 9/9/2024 Call $546.00","BTO","1","$0.48","($48.03)"
"9/9/2024","9/9/2024","9/10/2024","SPY","SPY 9/10/2024 Put $546.00","STC","1","$2.47","$246.95"
"9/9/2024","9/9/2024","9/10/2024","SPY","SPY 9/10/2024 Put $546.00","BTO","1","$1.77","($177.03)"
"9/9/2024","9/9/2024","9/10/2024","OKTA","Okta
CUSIP: 679295105","Sell","10","$72.15","$721.47"
"9/9/2024","9/9/2024","9/10/2024","BA","BA 9/13/2024 Call $170.00","STO","1","$0.90","$89.95"
"9/9/2024","9/9/2024","9/10/2024","BA","Boeing
CUSIP: 097023105","Buy","79","$163.06","($12,881.95)"
"9/9/2024","9/9/2024","9/10/2024","ABNB","Airbnb
CUSIP: 009066101","Sell","10","$116.24","$1,162.36"
"9/9/2024","9/9/2024","9/10/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Sell","600","$19.25","$11,549.69"
"9/9/2024","9/9/2024","9/10/2024","HOOD","HOOD 9/13/2024 Call $20.50","BTC","6","$0.15","($90.18)"
"9/9/2024","9/9/2024","9/10/2024","COIN","COIN 9/13/2024 Call $162.50","STO","1","$1.95","$194.95"
"9/9/2024","9/9/2024","9/10/2024","COIN","COIN 9/13/2024 Put $149.00","BTC","1","$4.40","($440.03)"
"9/9/2024","9/9/2024","9/10/2024","PLTR","Palantir Technologies
CUSIP: 69608A108","Sell","100","$33.98","$3,397.97"
